"","X","Job_Title","Industry","State","Salary","Date","SalaryCleaned","Extra","SalaryUnit","Units","JobDate","weekday"
"173",173,"Graduate Data Engineer (Remote)","(Information & Communication Technology)","QLD","$70K per year",26,70000,NA,"PerYear","Yes",2023-05-31,4
"174",174,"Python Engineer - Data Streaming Project","(Information & Communication Technology)","VIC","$950-1000p/d",18,250800,"","PerDay","No",2023-06-08,5
"175",175,"Senior Back End Software Engineer / Data Engineer","(Information & Communication Technology)","VIC","up to approx $170k base + super",4,NA,NA,NA,"Yes",2023-06-22,5
"176",176,"Azure Data Engineer","(Information & Communication Technology)","NSW","$120,000 - $150,000 + Super",17,NA,NA,NA,"No",2023-06-09,6
"177",177,"Intern / Junior AI & Machine learning Scientist (ChatGPT application)","(Science & Technology)","VIC",NA,26,NA,NA,NA,"No",2023-05-31,4
"178",178,"Data Engineer","(Information & Communication Technology)","ACT",NA,20,NA,NA,NA,"No",2023-06-06,3
"179",179,"Head of Data Engineering - Data Platforms","(Information & Communication Technology)","NSW",NA,16,NA,NA,NA,"No",2023-06-10,7
"180",180,"Data Engineering Lead","(Information & Communication Technology)","VIC",NA,20,NA,NA,NA,"No",2023-06-06,3
"181",181,"Data Engineer","(Information & Communication Technology)","VIC","Base + Super + Bonus + flexible work options",20,NA,NA,NA,"Yes",2023-06-06,3
"182",182,"Consultant, Data & Analytics","(Consulting & Strategy)","QLD",NA,18,NA,NA,NA,"No",2023-06-08,5
"183",183,"Computational Biologist","(Science & Technology)","St",NA,10,NA,NA,NA,"No",2023-06-16,6
"184",184,"Junior Data Analyst","(Information & Communication Technology)","SA",NA,18,NA,NA,NA,"No",2023-06-08,5
"185",185,"Technical Lead - Data Platforms","(Information & Communication Technology)","VIC","Up to $180,000 package",NA,NA,NA,NA,"Yes",2023-06-26,2
"186",186,"Azure Data Engineer","(Information & Communication Technology)","VIC",NA,12,NA,NA,NA,"No",2023-06-14,4
"187",187,"Data Engineering Manager with Dataglance","(Information & Communication Technology)","VIC","$160,000 – $180,000 per year",17,160000,NA,"PerYear","No",2023-06-09,6
"188",188,"Research Officer","(Education & Training)","NSW",NA,5,NA,NA,NA,"No",2023-06-21,4
"189",189,"Recruitment Consultant - Data & Analytics","(Human Resources & Recruitment)","NSW","Up to $120,000 + Super + Commission",4,NA,NA,NA,"No",2023-06-22,5
"190",190,"Data Engineer - Snowflake, SQL","(Information & Communication Technology)","VIC","$900pd",20,NA,NA,NA,"No",2023-06-06,3
"191",191,"AWS Senior Data Engineer","(Information & Communication Technology)","NSW",NA,12,NA,NA,NA,"No",2023-06-14,4
"192",192,"Senior Data Engineer","(Information & Communication Technology)","NSW",NA,17,NA,NA,NA,"No",2023-06-09,6
"193",193,"Senior Developer / Technical Lead, Data","(Government & Defence)","VIC",NA,2,NA,NA,NA,"No",2023-06-24,7
"194",194,"Senior Data Engineer","(Information & Communication Technology)","VIC",NA,19,NA,NA,NA,"No",2023-06-07,4
"195",195,"Data Engineer","(Information & Communication Technology)","NSW","$130,000 – $150,000 per year",19,130000,NA,"PerYear","No",2023-06-07,4
"196",196,"Data Engineering Manager","(Information & Communication Technology)","VIC",NA,9,NA,NA,NA,"No",2023-06-17,7
"197",197,"Senior Data Engineer","(Information & Communication Technology)","QLD",NA,17,NA,NA,NA,"No",2023-06-09,6
"198",198,"Graduate Data Engineer","(Engineering)","QLD","$72,498 + super + RDO",25,NA,NA,NA,"No",2023-06-01,5
"199",199,"Big Data Engineer","(Information & Communication Technology)","VIC",NA,17,NA,NA,NA,"No",2023-06-09,6
"200",200,"Data Engineering Manager - Data Transformation","(Information & Communication Technology)","NSW",NA,16,NA,NA,NA,"No",2023-06-10,7
"201",201,"ETL Data Engineer (6-month Contract)","(Information & Communication Technology)","ACT",NA,4,NA,NA,NA,"No",2023-06-22,5
"202",202,"Data Engineer - GCP","(Information & Communication Technology)","VIC","$150k - $180k p.a.",19,NA,NA,NA,"Yes",2023-06-07,4
"203",203,"Senior Machine Learning Scientist - Price and Promotion","(Information & Communication Technology)","SA",NA,27,NA,NA,NA,"No",2023-05-30,3
"204",204,"Head of Data","(Information & Communication Technology)","NSW",NA,16,NA,NA,NA,"No",2023-06-10,7
"205",205,"Big Data Engineer","(Information & Communication Technology)","VIC",NA,17,NA,NA,NA,"No",2023-06-09,6
"206",206,"AWS Data Engineer Role","(Information & Communication Technology)","WA",NA,18,NA,NA,NA,"No",2023-06-08,5
"207",207,"Data Analytics Mid-Year Internship - July 2023 start","(Consulting & Strategy)","QLD",NA,18,NA,NA,NA,"No",2023-06-08,5
"208",208,"Data Engineer","(Information & Communication Technology)","VIC","$900 - $1k p.d.",23,237600000,NA,"PerDay","Yes",2023-06-03,7
"209",209,"Claims Data Engineer","(Information & Communication Technology)","NSW","Excellent package, up to $180K",6,NA,NA,NA,"Yes",2023-06-20,3
"210",210,"Senior Data Engineer - Move to Lead - Melbourne","(Information & Communication Technology)","VIC",NA,18,NA,NA,NA,"No",2023-06-08,5
"211",211,"Domain Bioinformatician (Research Officer)","(Science & Technology)","VIC",NA,11,NA,NA,NA,"No",2023-06-15,5
"212",212,"Azure Data Engineer","(Information & Communication Technology)","VIC",NA,17,NA,NA,NA,"No",2023-06-09,6
"213",213,"Senior Developer / Technical Lead, Data","(Government & Defence)","SA",NA,2,NA,NA,NA,"No",2023-06-24,7
"214",214,"Data Engineer - ETL","(Information & Communication Technology)","ACT","$130000 - $160000 per annum",17,130000,NA,"PerYear","No",2023-06-09,6
"215",215,"Cloud Data Engineer with Databricks","(Information & Communication Technology)","NSW","$160,000 – $180,000 per year",16,160000,NA,"PerYear","No",2023-06-10,7
"216",216,"Data and Analytics Team Coordinator","(Information & Communication Technology)","QLD",NA,9,NA,NA,NA,"No",2023-06-17,7
"217",217,"Technical Lead - Investment Data, AWS","(Information & Communication Technology)","VIC","$175000",11,NA,NA,NA,"No",2023-06-15,5
"218",218,"Data Engineer","(Information & Communication Technology)","VIC",NA,25,NA,NA,NA,"No",2023-06-01,5
"219",219,"Machine Learning Engineer","(Information & Communication Technology)","VIC","Competitive",26,NA,NA,NA,"No",2023-05-31,4
"220",220,"Data Engineer","(Information & Communication Technology)","QLD","$120k - $149614 p.a.",25,NA,NA,NA,"Yes",2023-06-01,5
"221",221,"Senior Developer / Technical Lead, Data","(Government & Defence)","ACT",NA,2,NA,NA,NA,"No",2023-06-24,7
"222",222,"Graduate Consultants - Data","(Consulting & Strategy)","NSW","$60k - $70k p.a. + super",20,NA,NA,NA,"Yes",2023-06-06,3
"223",223,"Principal Consultant, Information Security - Data Integration","(Banking & Financial Services)","NSW","Attractive Salary Package",24,NA,NA,NA,"Yes",2023-06-02,6
"224",224,"Senior Developer / Technical Lead, Data","(Government & Defence)","QLD",NA,2,NA,NA,NA,"No",2023-06-24,7
"225",225,"Data Engineer","(Information & Communication Technology)","TAS",NA,19,NA,NA,NA,"No",2023-06-07,4
"226",226,"Consultant, Data & Analytics","(Consulting & Strategy)","NSW",NA,18,NA,NA,NA,"No",2023-06-08,5
"227",227,"Data Analytics Mid-Year Internship - July 2023 start","(Consulting & Strategy)","ACT",NA,18,NA,NA,NA,"No",2023-06-08,5
"228",228,"Senior Data Engineer","(Information & Communication Technology)","QLD","inc super",20,NA,NA,NA,"No",2023-06-06,3
"229",229,"Research Fellow in Physics/Machine Learning","(Science & Technology)","NSW",NA,17,NA,NA,NA,"No",2023-06-09,6
"230",230,"Data Analytics Mid-Year Internship - July 2023 start","(Consulting & Strategy)","NSW",NA,18,NA,NA,NA,"No",2023-06-08,5
"231",231,"Data Warehousing Engineer","(Information & Communication Technology)","VIC",NA,19,NA,NA,NA,"No",2023-06-07,4
"232",232,"Consultant, Data & Analytics","(Consulting & Strategy)","VIC",NA,18,NA,NA,NA,"No",2023-06-08,5
"233",233,"Graduate Analytical Scientist","(Science & Technology)","SA",NA,9,NA,NA,NA,"No",2023-06-17,7
"234",234,"Azure Data Engineer","(Information & Communication Technology)","VIC","$1100 - $1200 p.d, including superannuation",18,290400,NA,"PerDay","No",2023-06-08,5
"235",235,"Analytics Engineer","(Information & Communication Technology)","NSW",NA,24,NA,NA,NA,"No",2023-06-02,6
"236",236,"Senior Data Engineer","(Information & Communication Technology)","VIC","$160000.00 - $170000.00 p.a.",19,NA,NA,NA,"No",2023-06-07,4
"237",237,"Senior Data Engineer - Contract","(Information & Communication Technology)","NSW",NA,19,NA,NA,NA,"No",2023-06-07,4
"238",238,"Software Engineer - Rule Engine Specialist","(Information & Communication Technology)","NSW","$160,000 to $180,000",4,NA,NA,NA,"No",2023-06-22,5
"239",239,"Senior Developer / Technical Lead, Data","(Government & Defence)","NSW",NA,2,NA,NA,NA,"No",2023-06-24,7
"240",240,"Data Developer","(Information & Communication Technology)","QLD",NA,9,NA,NA,NA,"No",2023-06-17,7
"241",241,"Senior Research Scientist (Monitoring)","(Science & Technology)","WA","PSCA, Spec Calling Level 3, $118,325 - $130,458",4,NA,NA,NA,"No",2023-06-22,5
"242",242,"Data Analytics Mid-Year Internship - July 2023 start","(Consulting & Strategy)","WA",NA,18,NA,NA,NA,"No",2023-06-08,5
"243",243,"Lead Data Engineer","(Information & Communication Technology)","NSW","160k - 200k DoE",20,NA,NA,NA,"Yes",2023-06-06,3
"244",244,"Data Engineer- AWS, Databricks","(Information & Communication Technology)","NSW",NA,24,NA,NA,NA,"No",2023-06-02,6
"245",245,"Data Engineer","(Information & Communication Technology)","VIC",NA,25,NA,NA,NA,"No",2023-06-01,5
"246",246,"Deputy Director, Data, Analytics & Governance","(Information & Communication Technology)","ACT","Attractive Senior Manager Salary Package",9,NA,NA,NA,"Yes",2023-06-17,7
"247",247,"Data Warehouse Engineer","(Information & Communication Technology)","VIC","$40 - $50 p.h. +Superannuation",2,NA,NA,NA,"No",2023-06-24,7
"248",248,"Analyst Integrated Scheduling","(Science & Technology)","WA","Free onsite parking",4,NA,NA,NA,"Yes",2023-06-22,5
"249",249,"Research Fellow in AI Planning and Machine Learning","(Education & Training)","ACT","$107,475- $121,857 plus 17% Superannuation",6,NA," ",NA,"No",2023-06-20,3
"250",250,"Data Ops Tech Lead","(Information & Communication Technology)","ACT",NA,20,NA,NA,NA,"No",2023-06-06,3
"251",251,"Data Platform Administrator","(Information & Communication Technology)","NSW",NA,18,NA,NA,NA,"No",2023-06-08,5
"252",252,"Principal DevOps Engineer - NSW Data Analytics Centre (DAC)","(Information & Communication Technology)","NSW","$134411 - $155445 p.a. + superannuation",5,NA,NA,NA,"No",2023-06-21,4
"253",253,"Data Engineer","(Information & Communication Technology)","VIC","$130k pkg (includes super) + annual leave loading",26,NA,NA,NA,"Yes",2023-05-31,4
"254",254,"Data Analytics Mid-Year Internship - July 2023 start","(Consulting & Strategy)","VIC",NA,18,NA,NA,NA,"No",2023-06-08,5
"255",255,"APS6 and EL1 Energy data analysts/modellers","(Government & Defence)","ACT","$78,548 - $124,403",2,NA,NA,NA,"No",2023-06-24,7
"256",256,"Geospatial Data Analyst","(Information & Communication Technology)","WA",NA,5,NA,NA,NA,"No",2023-06-21,4
"257",257,"Data Engineer 2023-06","(Information & Communication Technology)","QLD",NA,16,NA,NA,NA,"No",2023-06-10,7
"258",258,"Senior Data Engineer","(Information & Communication Technology)","VIC","$140,000 – $160,000 per year",18,140000,NA,"PerYear","No",2023-06-08,5
"259",259,"Data Quality Specialist","(Information & Communication Technology)","QLD",NA,6,NA,NA,NA,"No",2023-06-20,3
"260",260,"Cloud Data Engineer - 6 Month Contract","(Information & Communication Technology)","VIC","$950-1000p/d + GST",21,250800,"1000p/d ","PerDay","No",2023-06-05,2
"261",261,"Statistician","(Healthcare & Medical)","NSW","$125,722 – $140,551 total rem (pro rata) per annum",4,125722,NA,"PerYear","No",2023-06-22,5
"262",262,"Senior Data Engineer","(Information & Communication Technology)","NSW",NA,18,NA,NA,NA,"No",2023-06-08,5
"263",263,"Data Engineer","(Information & Communication Technology)","NSW",NA,25,NA,NA,NA,"No",2023-06-01,5
"264",264,"People and Analytics Lead","(Information & Communication Technology)","VIC",NA,5,NA,NA,NA,"No",2023-06-21,4
"265",265,"Senior Research Scientist (FMP Monitoring Coordinator)","(Science & Technology)","WA","PSCA, Spec Calling Level 3, $118,325 - $130,458",11,NA,NA,NA,"No",2023-06-15,5
"266",266,"Data and Analytics Delivery Lead :: Long Term Day Rate Contract","(Information & Communication Technology)","VIC",NA,5,NA,NA,NA,"No",2023-06-21,4
"267",267,"ETL Data Engineer (6-month Contract)","(Information & Communication Technology)","VIC",NA,4,NA,NA,NA,"No",2023-06-22,5
"268",268,"Research Scientist (Climate Adaptation Fauna Geneticist)","(Science & Technology)","WA","PSCA, Spec Calling Level 2 $102,808 -$112,645",12,NA,NA,NA,"No",2023-06-14,4
"269",269,"Senior Data Engineer - SQL Development | Data Bricks | Permanent","(Information & Communication Technology)","VIC","$130K-$150K (incl. super)",17,NA,"$150K ",NA,"Yes",2023-06-09,6
"270",270,"Associate Director, Data Services","(Information & Communication Technology)","St","plus super of up to 17%",5,NA,NA,NA,"No",2023-06-21,4
"271",271,"Senior Data Engineer","(Information & Communication Technology)","VIC",NA,19,NA,NA,NA,"No",2023-06-07,4
"272",272,"Casual Senior Research Assistant","(Education & Training)","St","super of up to 10%",5,NA,NA,NA,"No",2023-06-21,4
"273",273,"Senior Data Engineer - Databricks","(Information & Communication Technology)","VIC","$180,000 – $220,000 per year dep on exp + bonus",26,180000,NA,"PerYear","No",2023-05-31,4
"274",274,"Data Interface Developer","(Information & Communication Technology)","WA",NA,4,NA,NA,NA,"No",2023-06-22,5
"275",275,"Senior Data Commercialisation Lead","(Information & Communication Technology)","VIC",NA,3,NA,NA,NA,"No",2023-06-23,6
"276",276,"Data Engineer Team Lead","(Information & Communication Technology)","NSW",NA,27,NA,NA,NA,"No",2023-05-30,3
"277",277,"Research Associate - Paleo Ice Sheet Modeller","(Education & Training)","TAS",NA,4,NA,NA,NA,"No",2023-06-22,5
"278",278,"Senior Data Modeler","(Information & Communication Technology)","VIC","$180k - $200k p.a.",16,NA,NA,NA,"Yes",2023-06-10,7
"279",279,"Delivery Lead - Data","(Information & Communication Technology)","VIC","$180k - $200k p.a.",19,NA,NA,NA,"Yes",2023-06-07,4
"280",280,"NLP & AI Engineer","(Information & Communication Technology)","NSW","$120,000 – $170,000 per year",9,120000,NA,"PerYear","No",2023-06-17,7
"281",281,"Senior Data Engineer - Contract - Long term.","(Information & Communication Technology)","NSW","$95 – $110 per hour",19,NA,NA,NA,"No",2023-06-07,4
"282",282,"Senior Data Engineer | AWS, Snowflake, Python","(Information & Communication Technology)","QLD","$140-150k+Super+Bonus",25,NA,"",NA,"Yes",2023-06-01,5
"283",283,"Quality Assurance Data Engineer","(Information & Communication Technology)","NSW",NA,12,NA,NA,NA,"No",2023-06-14,4
"284",284,"Web Data and Analytics Lead – EL 1","(Marketing & Communications)","QLD","$112,682 to $ 122,848 + 15.4% Super",5,NA,NA,NA,"No",2023-06-21,4
"285",285,"Channel Execution Lead","(Consulting & Strategy)","QLD",NA,27,NA,NA,NA,"No",2023-05-30,3
"286",286,"Data Engineering Manager","(Information & Communication Technology)","VIC","$150k - $200k p.a. + Bonus",25,NA,NA,NA,"Yes",2023-06-01,5
"287",287,"Research Assistant - Data Framework","(Healthcare & Medical)","VIC",NA,4,NA,NA,NA,"No",2023-06-22,5
"288",288,"Data Delivery Lead","(Information & Communication Technology)","VIC","$180k - $200k p.a.",16,NA,NA,NA,"Yes",2023-06-10,7
"289",289,"Tactical Data Link Specialist Consultant","(Government & Defence)","ACT",NA,16,NA,NA,NA,"No",2023-06-10,7
"290",290,"Spatial Image Data Specialist","(Science & Technology)","SA",NA,23,NA,NA,NA,"No",2023-06-03,7
"291",291,"Analytics Consultant","(Consulting & Strategy)","VIC",NA,4,NA,NA,NA,"No",2023-06-22,5
"292",292,"Trading Desk Quant Developer","(Banking & Financial Services)","VIC","$155,000 – $200,000 per year",3,155000,NA,"PerYear","No",2023-06-23,6
"293",293,"Junior Data Retention Engineer","(Information & Communication Technology)","NSW",NA,25,NA,NA,NA,"No",2023-06-01,5
"294",294,"General Manager Data and Analytics","(Information & Communication Technology)","VIC",NA,6,NA,NA,NA,"No",2023-06-20,3
"295",295,"Data Engineer - Azure, ADF, SSIS","(Information & Communication Technology)","VIC","$166000",27,NA,NA,NA,"No",2023-05-30,3
"296",296,"Production Support Lead - Data and Analytics","(Information & Communication Technology)","ACT",NA,24,NA,NA,NA,"No",2023-06-02,6
"297",297,"Channel Execution Lead","(Consulting & Strategy)","VIC",NA,27,NA,NA,NA,"No",2023-05-30,3
"298",298,"Engineering Manager","(Information & Communication Technology)","NSW","Above market salary on offer",2,NA,NA,NA,"Yes",2023-06-24,7
"299",299,"Data Operations Manager","(Information & Communication Technology)","VIC",NA,9,NA,NA,NA,"No",2023-06-17,7
"300",300,"Head of Data & Analytics","(Information & Communication Technology)","VIC",NA,9,NA,NA,NA,"No",2023-06-17,7
"301",301,"Analytics Specialist","(Consulting & Strategy)","NSW",NA,20,NA,NA,NA,"No",2023-06-06,3
"302",302,"Quantitative Analytics Specialist","(Information & Communication Technology)","QLD",NA,6,NA,NA,NA,"No",2023-06-20,3
"303",303,"Web Data and Analytics Lead – EL 1","(Marketing & Communications)","VIC","$112,682 to $ 122,848 + 15.4% Super",5,NA,NA,NA,"No",2023-06-21,4
"304",304,"Solution Architect | Data & Analytics","(Information & Communication Technology)","ACT",NA,11,NA,NA,NA,"No",2023-06-15,5
"305",305,"Senior Analyst Programmer - Python","(Information & Communication Technology)","NSW",NA,5,NA,NA,NA,"No",2023-06-21,4
"306",306,"Technical Product Manager","(Information & Communication Technology)","NSW","$150000 - $160000 per annum",2,150000,NA,"PerYear","No",2023-06-24,7
"307",307,"Senior Data Engineer","(Information & Communication Technology)","VIC","$140k - $150k + super + bonus",27,NA,NA,NA,"Yes",2023-05-30,3
"308",308,"Technical Officer Data Management Support - Pharma","(Engineering)","VIC",NA,2,NA,NA,NA,"No",2023-06-24,7
"309",309,"Senior Biostatistician","(Community Services & Development)","QLD","17% superannuation",10,NA,NA,NA,"No",2023-06-16,6
"310",310,"Associate Research Fellow in Computational Statistics","(Education & Training)","NSW","$84,935 – $99,509 + 17% superannuation",17,NA,NA,NA,"No",2023-06-09,6
"311",311,"AI Developer","(Information & Communication Technology)","VIC","$100,000 – $130,000 per year",29,1e+05,NA,"PerYear","No",2023-05-28,1
"312",312,"Research Scientist - Oat Classification","(Science & Technology)","WA",NA,5,NA,NA,NA,"No",2023-06-21,4
"313",313,"Research Fellow in High Energy Physics on the LHCb experiment","(Education & Training)","VIC","$78,120 - $106,022 pa Level A (plus 17% super)",10,NA,NA,NA,"No",2023-06-16,6
"314",314,"Analytics Lead","(Science & Technology)","NSW",NA,25,NA,NA,NA,"No",2023-06-01,5
"315",315,"VCE Applied Computing and Data Analytics Teacher","(Education & Training)","VIC",NA,20,NA,NA,NA,"No",2023-06-06,3
"316",316,"Data and Evidence Manager | Location: Sydney/Melbourne","(Community Services & Development)","NSW",NA,16,NA,NA,NA,"No",2023-06-10,7
"317",317,"Scientist - Cell Culture and Purification Development","(Science & Technology)","VIC","Competitive salary + Super + Benefits",6,NA,NA,NA,"No",2023-06-20,3
"318",318,"People Data and Analytics Lead","(Information & Communication Technology)","NSW","$900 - $990 p.d. + Super",9,237600,NA,"PerDay","No",2023-06-17,7
"319",319,"Senior Data Solutions Designer","(Information & Communication Technology)","NSW","$140k - $180k p.a. + Super + Bonus",27,NA,NA,NA,"Yes",2023-05-30,3
"320",320,"Senior Data Engineer (Azure)","(Information & Communication Technology)","NSW","Fantastic culture and career growth opportunities",25,NA,NA,NA,"No",2023-06-01,5
"321",321,"2023 Project Grace - Data & Business Analyst Graduate Program","(Information & Communication Technology)","VIC","$65,000 - $69,999 salary package",25,NA,NA,NA,"Yes",2023-06-01,5
"322",322,"Computer Vision Engineer","(Information & Communication Technology)","NSW",NA,2,NA,NA,NA,"No",2023-06-24,7
"323",323,"Quantitative Geneticist - Aquaculture","(Science & Technology)","TAS","AU$105K - AU$114K pa + up to 15.4% superannuation",16,NA,NA,NA,"Yes",2023-06-10,7
"324",324,"Research Scientist (FMP Ecohydrology)","(Science & Technology)","WA","PSCA, Spec Calling Level 2, $102,808 - $112,645",10,NA,NA,NA,"No",2023-06-16,6
"325",325,"Data Engineering Manager","(Information & Communication Technology)","ACT",NA,20,NA,NA,NA,"No",2023-06-06,3
"326",326,"Senior Data Modeller","(Information & Communication Technology)","VIC","$180k - $200k p.a.",19,NA,NA,NA,"Yes",2023-06-07,4
"327",327,"Senior Analyst Programmer","(Information & Communication Technology)","NSW","$100,000 - $120,000 per annum base",23,1e+05,NA,"PerYear","No",2023-06-03,7
"328",328,"EL 1 - Assistant Director, Fraud Data Analyst","(Government & Defence)","SA",NA,2,NA,NA,NA,"No",2023-06-24,7
"329",329,"Data Analyst Manager Wealth","(Banking & Financial Services)","NSW",NA,10,NA,NA,NA,"No",2023-06-16,6
"330",330,"Research Scientist (Climate Adaptation Flora Ecologist)","(Science & Technology)","WA","SCL2, $102,808 - $112,645 p.a. plus super",5,NA,NA,NA,"No",2023-06-21,4
"331",331,"Head of Data Driven Engagement","(Science & Technology)","NSW",NA,5,NA,NA,NA,"No",2023-06-21,4
"332",332,"Data Manager","(Healthcare & Medical)","NT","$98,868 - $115,887   super   salary packaging",4,NA,NA,NA,"Yes",2023-06-22,5
"333",333,"Senior Data Engineer - Azure","(Information & Communication Technology)","QLD","$140k - $155k p.a. + super",27,NA,NA,NA,"Yes",2023-05-30,3
"334",334,"Scientist - Bioscience","(Science & Technology)","NSW",NA,16,NA,NA,NA,"No",2023-06-10,7
"335",335,"Manager, Investment Analytics","(Government & Defence)","VIC",NA,6,NA,NA,NA,"No",2023-06-20,3
"336",336,"Coastal and Marine Geospatial Analyst","(Science & Technology)","TAS","$89,680 – $114,500 per year",9,89680,NA,"PerYear","No",2023-06-17,7
"337",337,"Web Data and Analytics Lead – EL 1","(Marketing & Communications)","SA","$112,682 to $ 122,848 + 15.4% Super",5,NA,NA,NA,"No",2023-06-21,4
"338",338,"Graduate","(Information & Communication Technology)","NSW",NA,4,NA,NA,NA,"No",2023-06-22,5
